"id","favs","retweets","user"
"873150402245668865","0","2","Brent"
"873152464081629184","0","4","Brent"
"873152428052553730","0","1","Brent"
"873152405881466880","0","2","Brent"
"873152405139017732","0","3","Alexander Serebrenik"
"873152375715966977","0","2","Brent"
"873152364311699456","0","4","Eleni Constantinou"
"873152334288891904","3","0","Vadim Zaytsev"
"873152052586844162","1","1","Dorealda Dalipaj"
"873151942356344832","0","2","Brent"
"873151920831168512","0","4","Brent"
"873151891898851329","0","1","Brent"
"873151855345496064","0","0","Yuriy Tymchuk"
"873151854712115202","0","1","Brent"
"873151792087015426","3","3","Dorealda Dalipaj"
"873151555964456961","0","3","Brent"
"873151473605070849","0","1","Brent"
"873151449177477120","0","1","Brent"
"873151438859448320","1","0","Dorealda Dalipaj"
"873165804879187969","0","1","Brent"
"873165783010078722","0","3","Brent"
"873165768854310913","0","1","Brent"
"873165746729340928","0","1","Brent"
"873165729230712832","0","2","Brent"
"873165676890005504","0","1","Brent"
"873165549378969600","0","1","Alexandre Le Borgne"
"873165410086117376","3","1","Vadim Zaytsev"
"873164996506767360","0","2","Alexander Serebrenik"
"873164936268132352","0","0","Alexander Serebrenik"
"873164582650564608","0","3","Alexander Serebrenik"
"873164540879437824","1","1","Marco di Biase"
"873164463368810496","2","2","Vadim Zaytsev"
"873164394468921345","2","1","Dorealda Dalipaj"
"873163907367661568","0","1","Alessandra Gorla"
"873163863738519552","3","1","Yuriy Tymchuk"
"873163667625390080","3","3","Vadim Zaytsev"
"873163662906863616","1","1","Dorealda Dalipaj"
"873163563535302657","0","0","Alexander Serebrenik"
"873163525555965952","0","0","Kim Mens"
"873163407075266562","0","1","Brent"
"873163303446609920","0","2","Brent"
"873163280818343936","0","1","Brent"
"873163192129789952","0","1","Brent"
"873163152283885568","1","0","Alexander Serebrenik"
"873163140434886656","0","2","Brent"
"873163107971080192","0","1","Brent"
"873163034855972864","2","1","Vadim Zaytsev"
"873162910566100992","0","1","Davide Spadini"
"873162875522699264","2","1","Dorealda Dalipaj"
"873162847890657281","0","4","Davide Spadini"
"873162808682323968","0","3","Davide Spadini"
"873162739983818752","1","0","Alexander Serebrenik"
"873162584245055488","1","1","Vadim Zaytsev"
"873162275103940608","1","0","Haidar Osman"
"873161867006488576","0","2","Alexander Serebrenik"
"873161679667855361","0","0","Alexander Serebrenik"
"873161084152295424","0","0","Alexander Serebrenik"
"873161068792729600","6","1","Vadim Zaytsev"
"873160752722571264","1","0","Alexander Serebrenik"
"873160469737091072","3","1","Alexander Serebrenik"
"873159472440651776","12","7","Felienne"
"873159419231645696","1","1","Vadim Zaytsev"
"873159264570888192","2","0","Alexander Serebrenik"
"873158359666630656","5","3","Felienne"
"873158309104295936","2","1","Dorealda Dalipaj"
"873157836372668416","0","0","Julian"
"873157767107928065","2","2","Dorealda Dalipaj"
"873156993682464768","0","1","Brent"
"873156975022002176","0","2","Brent"
"873156930759471104","0","1","Brent"
"873156884940935168","6","1","Vadim Zaytsev"
"873156789247905792","0","2","Eleni Constantinou"
"873156684562169858","6","2","Vadim Zaytsev"
"873155961149673473","2","2","Dorealda Dalipaj"
"873155886264483840","2","0","Julian"
"873155596136198145","5","0","Vadim Zaytsev"
"873155039040352256","5","0","Vadim Zaytsev"
"873154787646287872","0","1","Brent"
"873154766544805888","0","2","Brent"
"873154711570010112","0","2","Vadim Zaytsev"
"873154628870950912","0","0","Alexander Serebrenik"
"873154613498826754","0","3","Nick Lodewijks"
"873154545655873536","2","1","Vadim Zaytsev"
"873154465473466369","1","2","Marco di Biase"
"873154432850157568","2","1","Dorealda Dalipaj"
"873154405692039168","1","1","Alexander Serebrenik"
"873154309084639234","2","0","Vadim Zaytsev"
"873153929726611456","5","1","Vadim Zaytsev"
"873152950000025600","0","1","Brent"
"873152909441196032","0","1","Brent"
"873152882010460160","0","3","Brent"
"873152752175767552","6","1","Vadim Zaytsev"
"873152667773698050","1","0","Dorealda Dalipaj"
"873152615026176004","1","0","Alexander Serebrenik"
"873152567903219713","0","1","Brent"
